tp,dp,wp,wr,si_time,symp_type_cat
2.1894403263158955,5.056435405940263,5.731699459092802,10.991595666874423,3,2
-1.5680765120083717,7.150300740210125,1.904280359248351,15.220126381097051,3,2
-4.055009353885513,9.577933426941343,3.796909861990618,1.3240491250700837,2,3
0.6759756451175616,5.9730178633518545,4.034205234436797,25.4418243402201,4,3
1.533148270706254,1.122055374453828,8.45198803220978,11.480324260653342,1,4
5.178702586579768,5.864297483533479,2.8717886813658104,2.3360920108646015,5,2
2.260231339800626,7.868549008973794,3.4302579366313086,14.831879565304526,4,2
3.536171396029264,7.10704885750646,6.025772341257207,18.821347519779533,9,1
3.654175899430076,7.529016452461404,3.707322324898654,24.515911434539028,5,2
1.3714644618019718,3.3124721849023255,21.727317059038647,5.933404891201381,1,4
0.4407229289301481,5.983699114715596,6.738929155377422,43.95038865365674,10,1
-0.34148895204260266,7.448797041310657,2.0370974486801114,9.471734354881775,4,2
-3.0560124455351345,8.056175320060838,55.073482950185806,5.8876361239522295,1,3
-0.8225112663155976,1.6485432822004313,7.247611906285453,17.214343370574476,1,4
-1.763366851515603,3.706318499979239,5.863349038195477,29.371630110494067,1,4
-1.1031038346371522,5.257857344590864,1.0183334358852245,19.24672999846882,8,3
1.413414261872615,9.461845669462534,4.147754955301561,19.850003280154645,7,1
2.140400072099127,8.35521820070259,1.88613304079455,8.28786274633762,7,2
-2.6902672418647064,2.5188779450454906,15.448621163501775,2.8507070953082883,1,4
0.8263700123658376,1.1528359727516133,24.0214638778988,19.685627360031337,2,4
1.9485000559076395,7.634784699575972,5.3458180973876575,12.254475706735088,2,2
0.31175103327021686,8.369081110155399,4.533348343701622,5.824909754632675,3,3
6.039549101017677,5.435365784067758,2.036913622360615,15.057478795885046,9,2
6.778614676204092,6.334753282514354,4.629302576992605,14.706608597623074,7,1
2.695632139474858,10.81894848360901,5.272482284524008,24.282921091269053,4,2
0.5485843321368927,7.271057076002082,4.381168138626635,17.53131633325487,5,2
-3.18794236427075,10.649128134853354,8.066434161851019,12.649216232812167,7,3
1.0765400940341656,3.064665850978045,2.4305532276447686,8.525853905805283,2,3
-4.065835006181409,1.6646217226619053,13.453657379658036,60.51864776351621,1,4
0.4889008303929526,6.728042152984955,-0.42889376556964853,30.453436994101075,2,3
4.232669697629208,7.705601854310395,13.486692912340581,17.863578138788448,10,1
-0.33364786332607377,6.54454068240334,8.307322421872504,6.1923873108443335,9,2
0.8259912526655305,3.236801513600194,8.897015688301908,9.764440100480758,1,4
-1.7920111961328127,8.607010269553824,3.2877262235672102,15.01817646195838,1,3
2.1803410272137933,6.351325774747623,21.45505783271655,12.704095742995705,4,3
-0.8122505733511513,8.272817911589897,2.940024808515184,6.314139610146497,4,2
2.494661060153516,6.718056926578383,3.8091940172215275,5.5426879455885905,3,2
2.71460178974922,8.74550912659082,12.083120422999261,8.044874304122466,2,1
2.99713894018939,9.107687334265512,3.032419033219884,15.44300160408479,1,2
2.804281538892886,1.961170568134483,3.4661353993363515,31.92306311021393,1,4
2.2154094108055196,6.372928285382001,5.8583140500703585,19.333216270456376,3,1
3.8551524465476428,10.340456785542635,5.487617302634645,7.409439677481647,14,1
7.121433787933704,5.998682915499947,1.226676015091652,3.612599191638291,2,3
-2.851018425537785,6.44567798662293,1.97261703066073,19.936096094197858,3,2
-0.04426534836787005,6.539375137595701,4.57222043392549,17.810768259474923,2,3
0.12714993831537091,6.853012880774228,0.9272535461097466,11.200783089700378,8,1
-0.758845482036586,6.305830759902383,4.2303228762498675,20.093305595429523,2,2
-1.0645543810922349,5.452182238961919,5.566192177340799,17.60069462438264,10,1
0.643188165034223,7.688370514453322,4.780791923902752,14.958026722716976,4,2
0.7175914514027881,1.6942054795176926,6.324492806942112,18.59950958244926,1,4
-0.6356611337762527,3.6983808955422655,2.4101671760585646,45.914710627869184,1,4
-0.9200735426550741,6.801486745918956,2.4127521793280753,11.20667901589973,9,2
-0.23521791301380668,5.282974026304484,0.7254064466100721,10.330198951781,2,3
1.874609205134175,7.812355650524715,57.060828432501864,4.846386122411394,7,1
2.194869074463193,5.927938395954702,10.610486747497951,10.984368440545143,9,1
-0.7198496732982268,5.314751890742379,14.102472210172555,21.936553373850323,2,3
0.6323229247564748,2.6065868232888296,8.84096308989405,35.456765344310696,1,4
1.7553813940297203,9.510713396790617,8.347550711714074,17.542477248371437,7,2
0.6429727027485197,5.0339032093062785,5.670583957644163,6.783794641664032,3,3
3.348463688723938,4.917692415752416,8.506653359122273,14.14488586797095,3,3
-0.3664336491507376,8.142061941922659,7.115237360611841,14.199489315207984,14,2
1.4441321464538293,6.453097233345404,3.681796219423683,24.653608200675404,3,2
2.8103292566225866,6.925239749039576,4.050580781574455,11.493290535801753,5,1
-1.594289678817584,7.615348308336858,0.9244555739531417,15.630304615450761,1,2
-2.8086028039118505,2.283904396560893,10.892088965208243,18.852686282873663,1,4
0.5962397723250822,8.27655460367897,3.3904559888094896,8.204090694553095,2,3
2.6793121353922404,4.441362791580074,12.027879192585505,28.90421361411376,20,2
0.0022182471493821243,7.7937590792515286,1.9267158330847522,19.087896187750015,10,1
1.462697693544429,2.546015255584157,2.2505670116281586,16.715496935793144,1,4
-2.7600940821196835,4.928250204282447,11.034903604911522,13.801606268839771,1,3
-4.277778687288955,2.8982605414634053,5.505925546629205,30.673173616242735,1,4
0.2619198516712655,4.015556921576235,15.48340048126112,33.49524468548143,6,3
-0.5709747531592817,1.2517035074544491,12.269325593663444,50.69600142856004,1,4
2.282880307627106,7.868890972221098,6.0280444663768815,12.69112607332668,4,2
0.9307250454050593,11.126542276153673,5.338969393397763,14.860915455877038,1,3
-2.020909494351138,4.590166752449037,6.149181758260609,11.319795420893833,3,3
-0.9927818606021076,6.338595032363989,3.566999849167449,16.086621563772756,2,2
0.7787935473644276,7.500617840030507,2.2242003429084414,6.287972700380908,3,1
-0.2454876073533816,9.4108642981876791,10.705246908652478,15.640733823084512,7,2
2.0702872708735542,1.8754321909866327,12.06683274183255,8.288056423799901,2,3
-0.1817251872021145,3.773884483033245,1.2924893748795059,12.76074639820002,12,2
2.1957370491541566,7.75406830396791,7.393619208186988,11.937537623344921,9,1
2.5477796491469786,7.958523678767925,10.515138413887016,13.8047188277982,18,1
-0.641946185726463,8.901236134152715,5.771237430902813,11.604872660017595,8,1
3.3739606409890195,6.327937481912493,3.5969307383896805,6.025297302294442,8,1
-1.374574503938753,2.2108800006138503,6.539140689233042,37.15383830772291,1,4
5.354285271873163,5.138750315469761,6.119122425244194,39.57547503824682,3,2
0.18790483030827698,5.436269763792467,5.696707709145685,18.05445140299437,4,3
0.478457228186696,6.706530607872409,4.884530990736969,30.64005924887235,3,1
2.351973530565086,4.851957151898665,14.179935394276535,6.181033969230466,1,3
0.3479075197446992,2.8262855868044214,1.7326225073101489,14.186556011780242,1,4
-1.923484338762146,6.885045225679447,7.6901322605232245,15.862010013356809,2,1
3.4860783578310572,7.578999752913352,9.253893227976219,13.696731577842481,10,2
5.601391357019391,5.342218989122169,5.450041004857914,20.49807214068002,16,1
-0.48994841157197605,6.760905559916142,6.11967324223789,7.603148345288959,1,3
0.489631811757576,1.4012458580914418,9.554369127729652,25.857435009169816,1,4
-2.548231517102615,7.411044946914673,1.3312895007164651,17.980808324669674,3,2
2.005369261349043,2.9588384239202092,70.05206079275945,7.048037178463529,1,4
3.0856698168998773,4.579375590046721,5.4712804971689915,7.491240337475494,9,3
3.011325940529255,4.586512955541316,6.688899359847203,40.38562760468167,14,2
