id,time,gi_cdf
6,34.6,0.99997
6,34.8,0.99997
6,35,0.99997
6,35.2,0.99997
6,35.4,0.99997
6,35.6,0.99997
6,35.8,0.99997
6,36,0.99997
6,36.2,0.99997
6,36.4,0.99997
6,36.6,0.99997
6,36.8,0.99997
6,37,0.99997
6,37.2,0.99997
6,37.4,0.99997
6,37.6,0.99997
6,37.8,0.99997
6,38,0.99997
6,38.2,0.99997
6,38.4,0.99997
6,38.6,0.99997
6,38.8,0.99997
6,39,0.99997
6,39.2,0.99997
6,39.4,0.99997
6,39.6,0.99997
6,39.8,0.99997
6,40,0.99997
7,0,0
7,0.2,0
7,0.4,0
7,0.6,0
7,0.8,0
7,1,0
7,1.2,0.0013
7,1.4,0.00392
7,1.6,0.00785
7,1.8,0.01309
7,2,0.01963
7,2.2,0.02749
7,2.4,0.03665
7,2.6,0.04713
7,2.8,0.05891
7,3,0.072
7,3.2,0.0864
7,3.4,0.10212
7,3.6,0.11914
7,3.8,0.13747
7,4,0.1571
7,4.2,0.17805
7,4.4,0.20031
7,4.6,0.22388
7,4.8,0.24762
7,5,0.27099
7,5.2,0.29399
7,5.4,0.31663
7,5.6,0.33889
7,5.8,0.36079
7,6,0.38232
7,6.2,0.40348
7,6.4,0.42427
7,6.6,0.44469
7,6.8,0.46474
7,7,0.48442
7,7.2,0.50374
7,7.4,0.52268
7,7.6,0.54126
7,7.8,0.55947
7,8,0.57731
7,8.2,0.59478
7,8.4,0.61188
7,8.6,0.62861
7,8.8,0.64498
7,9,0.66097
7,9.2,0.6766
7,9.4,0.69186
7,9.6,0.70675
7,9.8,0.72127
7,10,0.73542
7,10.2,0.7492
7,10.4,0.76261
7,10.6,0.77566
7,10.8,0.78833
7,11,0.80064
7,11.2,0.81258
7,11.4,0.82415
7,11.6,0.83535
7,11.8,0.84618
7,12,0.85664
7,12.2,0.86674
7,12.4,0.87646
7,12.6,0.88582
7,12.8,0.89481
7,13,0.90343
7,13.2,0.91168
7,13.4,0.91956
7,13.6,0.92707
7,13.8,0.93421
7,14,0.94099
7,14.2,0.94739
7,14.4,0.95343
7,14.6,0.9591
7,14.8,0.9644
7,15,0.96933
7,15.2,0.97389
7,15.4,0.97808
7,15.6,0.9819
7,15.8,0.98536
7,16,0.98844
7,16.2,0.99116
7,16.4,0.99351
7,16.6,0.99549
7,16.8,0.9971
7,17,0.99834
7,17.2,0.99921
7,17.4,0.99972
7,17.6,0.99985
7,17.8,0.99985
7,18,0.99985
7,18.2,0.99985
7,18.4,0.99985
7,18.6,0.99985
7,18.8,0.99985
7,19,0.99985
7,19.2,0.99985
7,19.4,0.99985
7,19.6,0.99985
7,19.8,0.99985
7,20,0.99985
7,20.2,0.99985
7,20.4,0.99985
7,20.6,0.99985
7,20.8,0.99985
7,21,0.99985
7,21.2,0.99985
7,21.4,0.99985
7,21.6,0.99985
7,21.8,0.99985
7,22,0.99985
7,22.2,0.99985
7,22.4,0.99985
7,22.6,0.99985
7,22.8,0.99985
7,23,0.99985
7,23.2,0.99985
7,23.4,0.99985
7,23.6,0.99985
7,23.8,0.99985
7,24,0.99985
7,24.2,0.99985
7,24.4,0.99985
7,24.6,0.99985
7,24.8,0.99985
7,25,0.99985
7,25.2,0.99985
7,25.4,0.99985
7,25.6,0.99985
7,25.8,0.99985
7,26,0.99985
7,26.2,0.99985
7,26.4,0.99985
7,26.6,0.99985
7,26.8,0.99985
7,27,0.99985
7,27.2,0.99985
7,27.4,0.99985
7,27.6,0.99985
7,27.8,0.99985
7,28,0.99985
7,28.2,0.99985
