id,time,gi_cdf
7,28.4,0.99985
7,28.6,0.99985
7,28.8,0.99985
7,29,0.99985
7,29.2,0.99985
7,29.4,0.99985
7,29.6,0.99985
7,29.8,0.99985
7,30,0.99985
7,30.2,0.99985
7,30.4,0.99985
7,30.6,0.99985
7,30.8,0.99985
7,31,0.99985
7,31.2,0.99985
7,31.4,0.99985
7,31.6,0.99985
7,31.8,0.99985
7,32,0.99985
7,32.2,0.99985
7,32.4,0.99985
7,32.6,0.99985
7,32.8,0.99985
7,33,0.99985
7,33.2,0.99985
7,33.4,0.99985
7,33.6,0.99985
7,33.8,0.99985
7,34,0.99985
7,34.2,0.99985
7,34.4,0.99985
7,34.6,0.99985
7,34.8,0.99985
7,35,0.99985
7,35.2,0.99985
7,35.4,0.99985
7,35.6,0.99985
7,35.8,0.99985
7,36,0.99985
7,36.2,0.99985
7,36.4,0.99985
7,36.6,0.99985
7,36.8,0.99985
7,37,0.99985
7,37.2,0.99985
7,37.4,0.99985
7,37.6,0.99985
7,37.8,0.99985
7,38,0.99985
7,38.2,0.99985
7,38.4,0.99985
7,38.6,0.99985
7,38.8,0.99985
7,39,0.99985
7,39.2,0.99985
7,39.4,0.99985
7,39.6,0.99985
7,39.8,0.99985
7,40,0.99985
8,0,0
8,0.2,0
8,0.4,0
8,0.6,0
8,0.8,0
8,1,0
8,1.2,0.00212
8,1.4,0.00636
8,1.6,0.01272
8,1.8,0.0212
8,2,0.0318
8,2.2,0.04452
8,2.4,0.05936
8,2.6,0.07632
8,2.8,0.0954
8,3,0.1166
8,3.2,0.13992
8,3.4,0.16536
8,3.6,0.19292
8,3.8,0.2226
8,4,0.25441
8,4.2,0.28833
8,4.4,0.32437
8,4.6,0.36156
8,4.8,0.39771
8,5,0.43279
8,5.2,0.46683
8,5.4,0.49981
8,5.6,0.53174
8,5.8,0.56262
8,6,0.59244
8,6.2,0.62121
8,6.4,0.64892
8,6.6,0.67558
8,6.8,0.70119
8,7,0.72575
8,7.2,0.74925
8,7.4,0.7717
8,7.6,0.79309
8,7.8,0.81343
8,8,0.83272
8,8.2,0.85095
8,8.4,0.86814
8,8.6,0.88426
8,8.8,0.89934
8,9,0.91336
8,9.2,0.92633
8,9.4,0.93824
8,9.6,0.9491
8,9.8,0.95891
8,10,0.96766
8,10.2,0.97536
8,10.4,0.98201
8,10.6,0.9876
8,10.8,0.99214
8,11,0.99563
8,11.2,0.99806
8,11.4,0.99944
8,11.6,0.99977
8,11.8,0.99977
8,12,0.99977
8,12.2,0.99977
8,12.4,0.99977
8,12.6,0.99977
8,12.8,0.99977
8,13,0.99977
8,13.2,0.99977
8,13.4,0.99977
8,13.6,0.99977
8,13.8,0.99977
8,14,0.99977
8,14.2,0.99977
8,14.4,0.99977
8,14.6,0.99977
8,14.8,0.99977
8,15,0.99977
8,15.2,0.99977
8,15.4,0.99977
8,15.6,0.99977
8,15.8,0.99977
8,16,0.99977
8,16.2,0.99977
8,16.4,0.99977
8,16.6,0.99977
8,16.8,0.99977
8,17,0.99977
8,17.2,0.99977
8,17.4,0.99977
8,17.6,0.99977
8,17.8,0.99977
8,18,0.99977
8,18.2,0.99977
8,18.4,0.99977
8,18.6,0.99977
8,18.8,0.99977
8,19,0.99977
8,19.2,0.99977
8,19.4,0.99977
8,19.6,0.99977
8,19.8,0.99977
8,20,0.99977
8,20.2,0.99977
8,20.4,0.99977
8,20.6,0.99977
8,20.8,0.99977
8,21,0.99977
8,21.2,0.99977
8,21.4,0.99977
8,21.6,0.99977
8,21.8,0.99977
8,22,0.99977
8,22.2,0.99977
8,22.4,0.99977
8,22.6,0.99977
8,22.8,0.99977
8,23,0.99977
8,23.2,0.99977
8,23.4,0.99977
8,23.6,0.99977
8,23.8,0.99977
8,24,0.99977
8,24.2,0.99977
8,24.4,0.99977
8,24.6,0.99977
8,24.8,0.99977
8,25,0.99977
8,25.2,0.99977
8,25.4,0.99977
8,25.6,0.99977
8,25.8,0.99977
8,26,0.99977
8,26.2,0.99977
8,26.4,0.99977
8,26.6,0.99977
8,26.8,0.99977
8,27,0.99977
8,27.2,0.99977
8,27.4,0.99977
8,27.6,0.99977
8,27.8,0.99977
8,28,0.99977
8,28.2,0.99977
8,28.4,0.99977
8,28.6,0.99977
8,28.8,0.99977
8,29,0.99977
8,29.2,0.99977
8,29.4,0.99977
8,29.6,0.99977
8,29.8,0.99977
8,30,0.99977
8,30.2,0.99977
8,30.4,0.99977
8,30.6,0.99977
8,30.8,0.99977
8,31,0.99977
8,31.2,0.99977
8,31.4,0.99977
8,31.6,0.99977
8,31.8,0.99977
8,32,0.99977
8,32.2,0.99977
8,32.4,0.99977
8,32.6,0.99977
8,32.8,0.99977
8,33,0.99977
8,33.2,0.99977
8,33.4,0.99977
8,33.6,0.99977
8,33.8,0.99977
8,34,0.99977
8,34.2,0.99977
8,34.4,0.99977
8,34.6,0.99977
8,34.8,0.99977
8,35,0.99977
8,35.2,0.99977
8,35.4,0.99977
8,35.6,0.99977
8,35.8,0.99977
8,36,0.99977
8,36.2,0.99977
8,36.4,0.99977
8,36.6,0.99977
8,36.8,0.99977
8,37,0.99977
8,37.2,0.99977
8,37.4,0.99977
8,37.6,0.99977
8,37.8,0.99977
8,38,0.99977
8,38.2,0.99977
8,38.4,0.99977
8,38.6,0.99977
8,38.8,0.99977
8,39,0.99977
8,39.2,0.99977
8,39.4,0.99977
8,39.6,0.99977
8,39.8,0.99977
8,40,0.99977
9,0,0
9,0.2,0
9,0.4,0
9,0.6,0
9,0.8,0
9,1,0
9,1.2,3.2e-4
9,1.4,9.7e-4
9,1.6,0.00194
9,1.8,0.00323
9,2,0.00485
9,2.2,0.00679
9,2.4,0.00905
9,2.6,0.01164
9,2.8,0.01455
9,3,0.01779
9,3.2,0.02135
9,3.4,0.02523
9,3.6,0.02943
9,3.8,0.03396
9,4,0.03881
9,4.2,0.04399
9,4.4,0.04949
9,4.6,0.05531
9,4.8,0.06146
9,5,0.06793
9,5.2,0.07472
9,5.4,0.08184
9,5.6,0.08928
9,5.8,0.09704
9,6,0.10513
9,6.2,0.11354
9,6.4,0.12228
9,6.6,0.13134
9,6.8,0.14072
9,7,0.15042
9,7.2,0.16045
9,7.4,0.1708
9,7.6,0.18148
9,7.8,0.19248
9,8,0.2038
9,8.2,0.21545
9,8.4,0.22741
9,8.6,0.23971
9,8.8,0.25232
9,9,0.26526
9,9.2,0.27853
9,9.4,0.29211
9,9.6,0.30602
9,9.8,0.32026
9,10,0.33482
9,10.2,0.3497
9,10.4,0.3649
9,10.6,0.38043
9,10.8,0.39628
9,11,0.41246
9,11.2,0.42895
9,11.4,0.44578
9,11.6,0.46292
9,11.8,0.48039
9,12,0.49818
9,12.2,0.5163
9,12.4,0.53474
9,12.6,0.5535
9,12.8,0.57227
9,13,0.59064
9,13.2,0.60861
9,13.4,0.62617
9,13.6,0.64333
9,13.8,0.66009
9,14,0.67644
9,14.2,0.6924
9,14.4,0.70794
9,14.6,0.72309
9,14.8,0.73783
9,15,0.75216
9,15.2,0.7661
9,15.4,0.77963
9,15.6,0.79276
9,15.8,0.80548
9,16,0.8178
9,16.2,0.82972
9,16.4,0.84124
9,16.6,0.85235
9,16.8,0.86306
9,17,0.87336
9,17.2,0.88327
9,17.4,0.89277
9,17.6,0.90186
9,17.8,0.91055
9,18,0.91884
9,18.2,0.92673
9,18.4,0.93421
9,18.6,0.94129
9,18.8,0.94797
9,19,0.95424
9,19.2,0.96011
9,19.4,0.96558
9,19.6,0.97064
9,19.8,0.9753
9,20,0.97956
9,20.2,0.98341
9,20.4,0.98686
9,20.6,0.98991
9,20.8,0.99256
9,21,0.9948
9,21.2,0.99664
9,21.4,0.99807
9,21.6,0.9991
9,21.8,0.99973
9,22,0.99996
9,22.2,0.99996
9,22.4,0.99996
9,22.6,0.99996
9,22.8,0.99996
9,23,0.99996
9,23.2,0.99996
9,23.4,0.99996
9,23.6,0.99996
9,23.8,0.99996
9,24,0.99996
9,24.2,0.99996
9,24.4,0.99996
9,24.6,0.99996
9,24.8,0.99996
9,25,0.99996
9,25.2,0.99996
9,25.4,0.99996
9,25.6,0.99996
9,25.8,0.99996
9,26,0.99996
9,26.2,0.99996
9,26.4,0.99996
9,26.6,0.99996
9,26.8,0.99996
9,27,0.99996
9,27.2,0.99996
9,27.4,0.99996
9,27.6,0.99996
9,27.8,0.99996
9,28,0.99996
9,28.2,0.99996
9,28.4,0.99996
9,28.6,0.99996
9,28.8,0.99996
9,29,0.99996
9,29.2,0.99996
9,29.4,0.99996
9,29.6,0.99996
9,29.8,0.99996
9,30,0.99996
9,30.2,0.99996
9,30.4,0.99996
9,30.6,0.99996
9,30.8,0.99996
9,31,0.99996
9,31.2,0.99996
9,31.4,0.99996
9,31.6,0.99996
9,31.8,0.99996
9,32,0.99996
9,32.2,0.99996
9,32.4,0.99996
9,32.6,0.99996
9,32.8,0.99996
9,33,0.99996
9,33.2,0.99996
9,33.4,0.99996
9,33.6,0.99996
9,33.8,0.99996
9,34,0.99996
9,34.2,0.99996
9,34.4,0.99996
9,34.6,0.99996
9,34.8,0.99996
9,35,0.99996
9,35.2,0.99996
9,35.4,0.99996
9,35.6,0.99996
9,35.8,0.99996
9,36,0.99996
9,36.2,0.99996
9,36.4,0.99996
9,36.6,0.99996
9,36.8,0.99996
9,37,0.99996
9,37.2,0.99996
9,37.4,0.99996
9,37.6,0.99996
9,37.8,0.99996
9,38,0.99996
9,38.2,0.99996
9,38.4,0.99996
9,38.6,0.99996
9,38.8,0.99996
9,39,0.99996
9,39.2,0.99996
9,39.4,0.99996
9,39.6,0.99996
9,39.8,0.99996
9,40,0.99996
10,0,0
10,0.2,0
10,0.4,0
10,0.6,0
10,0.8,0
10,1,0
10,1.2,8.5e-4
10,1.4,0.00257
10,1.6,0.00514
10,1.8,0.00858
10,2,0.01287
10,2.2,0.01802
10,2.4,0.02403
10,2.6,0.03089
10,2.8,0.03862
10,3,0.0472
10,3.2,0.05664
10,3.4,0.06694
10,3.6,0.0781
10,3.8,0.09011
10,4,0.10298
10,4.2,0.11672
10,4.4,0.13131
10,4.6,0.14676
10,4.8,0.16306
10,5,0.1801
10,5.2,0.19696
10,5.4,0.21364
10,5.6,0.23015
10,5.8,0.24649
10,6,0.26264
10,6.2,0.27863
10,6.4,0.29444
10,6.6,0.31007
10,6.8,0.32553
10,7,0.34081
10,7.2,0.35592
10,7.4,0.37085
10,7.6,0.38561
10,7.8,0.40019
10,8,0.4146
10,8.2,0.42883
10,8.4,0.44289
10,8.6,0.45677
10,8.8,0.47048
10,9,0.48401
10,9.2,0.49737
10,9.4,0.51055
10,9.6,0.52356
10,9.8,0.53639
10,10,0.54904
10,10.2,0.56152
10,10.4,0.57383
10,10.6,0.58596
10,10.8,0.59792
10,11,0.6097
10,11.2,0.6213
10,11.4,0.63273
10,11.6,0.64399
10,11.8,0.65506
10,12,0.66597
10,12.2,0.6767
10,12.4,0.68725
10,12.6,0.69763
10,12.8,0.70783
10,13,0.71786
10,13.2,0.72772
10,13.4,0.73740000000000006
10,13.6,0.7469
10,13.8,0.75623
10,14,0.76538
10,14.2,0.77436
10,14.4,0.78316
10,14.6,0.79179
10,14.8,0.80024
10,15,0.80852
10,15.2,0.81662
10,15.4,0.82454
10,15.6,0.8323
10,15.8,0.83987
10,16,0.84727
10,16.2,0.8545
10,16.4,0.86155
10,16.6,0.86843
10,16.8,0.87513
10,17,0.88165
10,17.2,0.888
10,17.4,0.89418
10,17.6,0.90018
10,17.8,0.906
10,18,0.91165
10,18.2,0.91713
10,18.4,0.92242
10,18.6,0.92755
10,18.8,0.9325
10,19,0.93727
10,19.2,0.94187
10,19.4,0.94629
10,19.6,0.95054
10,19.8,0.95462
10,20,0.95851
10,20.2,0.96224
10,20.4,0.96578
10,20.6,0.96916
10,20.8,0.97235
10,21,0.97538
10,21.2,0.97822
10,21.4,0.9809
10,21.6,0.98339
10,21.8,0.98571
10,22,0.98786
10,22.2,0.98983
10,22.4,0.99163
10,22.6,0.99325
10,22.8,0.99469
10,23,0.99596
10,23.2,0.99706
10,23.4,0.99798
10,23.6,0.99873
10,23.8,0.9993
10,24,0.99969
10,24.2,0.99991
10,24.4,0.99995
10,24.6,0.99995
10,24.8,0.99995
10,25,0.99995
10,25.2,0.99995
10,25.4,0.99995
10,25.6,0.99995
10,25.8,0.99995
10,26,0.99995
10,26.2,0.99995
10,26.4,0.99995
10,26.6,0.99995
10,26.8,0.99995
10,27,0.99995
10,27.2,0.99995
10,27.4,0.99995
10,27.6,0.99995
10,27.8,0.99995
10,28,0.99995
10,28.2,0.99995
10,28.4,0.99995
10,28.6,0.99995
10,28.8,0.99995
10,29,0.99995
10,29.2,0.99995
10,29.4,0.99995
10,29.6,0.99995
10,29.8,0.99995
10,30,0.99995
10,30.2,0.99995
10,30.4,0.99995
10,30.6,0.99995
10,30.8,0.99995
10,31,0.99995
10,31.2,0.99995
10,31.4,0.99995
10,31.6,0.99995
10,31.8,0.99995
10,32,0.99995
10,32.2,0.99995
10,32.4,0.99995
10,32.6,0.99995
10,32.8,0.99995
10,33,0.99995
10,33.2,0.99995
10,33.4,0.99995
10,33.6,0.99995
10,33.8,0.99995
10,34,0.99995
10,34.2,0.99995
10,34.4,0.99995
10,34.6,0.99995
10,34.8,0.99995
10,35,0.99995
10,35.2,0.99995
10,35.4,0.99995
10,35.6,0.99995
10,35.8,0.99995
10,36,0.99995
10,36.2,0.99995
10,36.4,0.99995
10,36.6,0.99995
10,36.8,0.99995
10,37,0.99995
10,37.2,0.99995
10,37.4,0.99995
10,37.6,0.99995
10,37.8,0.99995
10,38,0.99995
10,38.2,0.99995
10,38.4,0.99995
10,38.6,0.99995
10,38.8,0.99995
10,39,0.99995
10,39.2,0.99995
10,39.4,0.99995
10,39.6,0.99995
10,39.8,0.99995
10,40,0.99995
11,0,0
11,0.2,0
11,0.4,0
11,0.6,0
11,0.8,0
11,1,0
11,1.2,5e-5
11,1.4,1.5e-4
11,1.6,3.1e-4
11,1.8,5.2e-4
11,2,7.9e-4
11,2.2,0.00111
11,2.4,0.00148
11,2.6,0.0019
11,2.8,0.00237
11,3,0.0029
11,3.2,0.00349
11,3.4,0.00412
11,3.6,0.00481
11,3.8,0.00555
11,4,0.00634
11,4.2,0.00719
11,4.4,0.00809
11,4.6,0.00904
11,4.8,0.01004
11,5,0.0111
11,5.2,0.01221
11,5.4,0.01337
11,5.6,0.01459
11,5.8,0.01586
11,6,0.01718
11,6.2,0.01856
11,6.4,0.01998
11,6.6,0.02147
11,6.8,0.023
11,7,0.02459
11,7.2,0.02622
11,7.4,0.02792
11,7.6,0.02966
11,7.8,0.03146
11,8,0.03331
11,8.2,0.03521
11,8.4,0.03717
11,8.6,0.03918
11,8.8,0.04124
11,9,0.04336
11,9.2,0.04553
11,9.4,0.04775
11,9.6,0.05002
11,9.8,0.05235
11,10,0.05473
11,10.2,0.05716
11,10.4,0.05965
11,10.6,0.06218
11,10.8,0.06478
11,11,0.06742
11,11.2,0.07012
11,11.4,0.07287
11,11.6,0.07567
11,11.8,0.07853
11,12,0.08143
11,12.2,0.08439
11,12.4,0.08741
11,12.6,0.09048
11,12.8,0.0936
11,13,0.09677
11,13.2,0.1
11,13.4,0.10327
11,13.6,0.10661
11,13.8,0.10999
11,14,0.11343
11,14.2,0.11692
11,14.4,0.12046
11,14.6,0.12406
11,14.8,0.12771
11,15,0.13141
11,15.2,0.13516
11,15.4,0.13897
11,15.6,0.14283
11,15.8,0.14674
11,16,0.15071
11,16.2,0.15473
11,16.4,0.1588
11,16.6,0.16292
11,16.8,0.1671
11,17,0.17133
11,17.2,0.17562
11,17.4,0.17995
11,17.6,0.18434
11,17.8,0.18878
11,18,0.19328
11,18.2,0.19783
11,18.4,0.20243
11,18.6,0.20708
11,18.8,0.21179
11,19,0.21655
11,19.2,0.22136
11,19.4,0.22622
11,19.6,0.23114
11,19.8,0.23611
11,20,0.24114
11,20.2,0.24621
11,20.4,0.25134
11,20.6,0.25653
11,20.8,0.26176
11,21,0.26705
11,21.2,0.27239
11,21.4,0.27778
11,21.6,0.28323
11,21.8,0.28873
11,22,0.29428
11,22.2,0.29989
11,22.4,0.30555
11,22.6,0.31126
11,22.8,0.31702
11,23,0.32284
11,23.2,0.32871
11,23.4,0.33463
11,23.6,0.34061
11,23.8,0.34664
11,24,0.35272
11,24.2,0.35885
11,24.4,0.36504
11,24.6,0.37128
11,24.8,0.37757
11,25,0.38392
11,25.2,0.39032
11,25.4,0.39677
11,25.6,0.40327
11,25.8,0.40983
11,26,0.41644
11,26.2,0.42311
11,26.4,0.42982
11,26.6,0.43659
11,26.8,0.44341
11,27,0.45029
11,27.2,0.45721
11,27.4,0.46419
11,27.6,0.47123
11,27.8,0.47831
11,28,0.48545
11,28.2,0.49265
11,28.4,0.49989
11,28.6,0.50719
11,28.8,0.51454
11,29,0.52194
11,29.2,0.5294
11,29.4,0.53691
11,29.6,0.54447
11,29.8,0.55208
11,30,0.55975
11,30.2,0.56747
11,30.4,0.57525
11,30.6,0.58307
11,30.8,0.59095
11,31,0.59889
11,31.2,0.60687
11,31.4,0.61491
11,31.6,0.623
11,31.8,0.63114
11,32,0.63934
11,32.2,0.64759
11,32.4,0.65589
11,32.6,0.66425
11,32.8,0.67266
11,33,0.68112
11,33.2,0.68963
11,33.4,0.6982
11,33.6,0.70682
11,33.8,0.71549
11,34,0.72422
11,34.2,0.73299
11,34.4,0.74183
11,34.6,0.7506
11,34.8,0.75922
11,35,0.76768
11,35.2,0.776
11,35.4,0.78417
11,35.6,0.79218
11,35.8,0.80004
11,36,0.80775
11,36.2,0.81531
11,36.4,0.82272
11,36.6,0.82997
11,36.8,0.83708
11,37,0.84403
11,37.2,0.85083
11,37.4,0.85748
11,37.6,0.86397
11,37.8,0.87032
11,38,0.87651
11,38.2,0.88256
11,38.4,0.88845
11,38.6,0.89419
11,38.8,0.89977
11,39,0.90521
11,39.2,0.9105
11,39.4,0.91563
11,39.6,0.92061
11,39.8,0.92544
11,40,0.93012
12,0,0
12,0.2,0
12,0.4,0
12,0.6,0
12,0.8,0
12,1,0
12,1.2,6.5e-4
12,1.4,0.00195
12,1.6,0.0039
12,1.8,0.0065
12,2,0.00975
12,2.2,0.01365
12,2.4,0.0182
12,2.6,0.0234
12,2.8,0.02925
12,3,0.03575
12,3.2,0.0429
12,3.4,0.0507
12,3.6,0.05916
12,3.8,0.06826
12,4,0.07801
12,4.2,0.08841
12,4.4,0.09946
12,4.6,0.11117
12,4.8,0.12352
12,5,0.13652
12,5.2,0.15017
12,5.4,0.16448
12,5.6,0.17943
12,5.8,0.19503
12,6,0.21112
12,6.2,0.22706
12,6.4,0.24283
12,6.6,0.25843
12,6.8,0.27388
12,7,0.28916
12,7.2,0.30428
12,7.4,0.31923
12,7.6,0.33403
12,7.8,0.34866
12,8,0.36313
12,8.2,0.37743
12,8.4,0.39158
12,8.6,0.40556
12,8.8,0.41938
12,9,0.43303
12,9.2,0.44653
12,9.4,0.45986
12,9.6,0.47303
12,9.8,0.48603
12,10,0.49887
12,10.2,0.51156
12,10.4,0.52407
12,10.6,0.53643
12,10.8,0.54862
12,11,0.56065
12,11.2,0.57252
12,11.4,0.58423
12,11.6,0.59577
12,11.8,0.60715
12,12,0.61837
12,12.2,0.62943
12,12.4,0.64032
12,12.6,0.65105
12,12.8,0.66162
12,13,0.67202
12,13.2,0.68227
12,13.4,0.69235
12,13.6,0.70227
12,13.8,0.71202
12,14,0.72162
12,14.2,0.73105
12,14.4,0.74031
12,14.6,0.74942
12,14.8,0.75836
12,15,0.76714
12,15.2,0.77576
12,15.4,0.78422
12,15.6,0.79251
12,15.8,0.80064
12,16,0.80861
12,16.2,0.81641
12,16.4,0.82405
12,16.6,0.83153
12,16.8,0.83885
12,17,0.84601
12,17.2,0.853
12,17.4,0.85983
12,17.6,0.8665
12,17.8,0.873
12,18,0.87935
12,18.2,0.88553
12,18.4,0.89154
12,18.6,0.8974
12,18.8,0.90309
12,19,0.90862
12,19.2,0.91399
12,19.4,0.91919
12,19.6,0.92423
12,19.8,0.92911
12,20,0.93383
12,20.2,0.93839
12,20.4,0.94278
12,20.6,0.94701
12,20.8,0.95107
12,21,0.95498
12,21.2,0.95872
12,21.4,0.9623
12,21.6,0.96572
12,21.8,0.96897
12,22,0.97206
12,22.2,0.97499
12,22.4,0.97776
12,22.6,0.98037
12,22.8,0.98281
12,23,0.98509
12,23.2,0.9872
12,23.4,0.98916
12,23.6,0.99095
12,23.8,0.99258
12,24,0.99405
12,24.2,0.99535
12,24.4,0.99649
12,24.6,0.99747
12,24.8,0.99829
12,25,0.99894
12,25.2,0.99943
12,25.4,0.99976
12,25.6,0.99993
12,25.8,0.99993
12,26,0.99993
12,26.2,0.99993
12,26.4,0.99993
12,26.6,0.99993
12,26.8,0.99993
12,27,0.99993
12,27.2,0.99993
12,27.4,0.99993
12,27.6,0.99993
12,27.8,0.99993
12,28,0.99993
12,28.2,0.99993
12,28.4,0.99993
12,28.6,0.99993
12,28.8,0.99993
12,29,0.99993
12,29.2,0.99993
12,29.4,0.99993
12,29.6,0.99993
12,29.8,0.99993
12,30,0.99993
12,30.2,0.99993
12,30.4,0.99993
12,30.6,0.99993
12,30.8,0.99993
12,31,0.99993
12,31.2,0.99993
12,31.4,0.99993
12,31.6,0.99993
12,31.8,0.99993
12,32,0.99993
12,32.2,0.99993
12,32.4,0.99993
12,32.6,0.99993
12,32.8,0.99993
12,33,0.99993
12,33.2,0.99993
12,33.4,0.99993
12,33.6,0.99993
12,33.8,0.99993
12,34,0.99993
12,34.2,0.99993
12,34.4,0.99993
12,34.6,0.99993
12,34.8,0.99993
12,35,0.99993
12,35.2,0.99993
12,35.4,0.99993
12,35.6,0.99993
12,35.8,0.99993
12,36,0.99993
12,36.2,0.99993
12,36.4,0.99993
12,36.6,0.99993
12,36.8,0.99993
12,37,0.99993
12,37.2,0.99993
12,37.4,0.99993
12,37.6,0.99993
12,37.8,0.99993
12,38,0.99993
12,38.2,0.99993
12,38.4,0.99993
12,38.6,0.99993
12,38.8,0.99993
12,39,0.99993
12,39.2,0.99993
12,39.4,0.99993
12,39.6,0.99993
12,39.8,0.99993
12,40,0.99993
13,0,0
13,0.2,0
13,0.4,0
13,0.6,0
13,0.8,0
13,1,0
13,1.2,0.00231
13,1.4,0.00693
13,1.6,0.01387
13,1.8,0.02312
13,2,0.03468
13,2.2,0.04855
13,2.4,0.06474
13,2.6,0.08324
13,2.8,0.10405
13,3,0.12717
13,3.2,0.1526
13,3.4,0.1793
13,3.6,0.20558
13,3.8,0.23143
13,4,0.25684
13,4.2,0.28184
13,4.4,0.3064
13,4.6,0.33054
13,4.8,0.35424
13,5,0.37753
13,5.2,0.40038
13,5.4,0.4228
13,5.6,0.4448
13,5.8,0.46637
13,6,0.48752
13,6.2,0.50823
13,6.4,0.52852
13,6.6,0.54838
13,6.8,0.56781
13,7,0.58682
13,7.2,0.6054
13,7.4,0.62354
13,7.6,0.64127
13,7.8,0.65856
13,8,0.67543
13,8.2,0.69187
13,8.4,0.70788
13,8.6,0.72346
13,8.8,0.73862
13,9,0.75335
13,9.2,0.76765
13,9.4,0.78153
13,9.6,0.79497
13,9.8,0.80799
13,10,0.82058
13,10.2,0.83275
13,10.4,0.84448
13,10.6,0.85579
13,10.8,0.86667
13,11,0.87712
13,11.2,0.88715
13,11.4,0.89675
13,11.6,0.90592
13,11.8,0.91466
13,12,0.92298
13,12.2,0.93086
13,12.4,0.93832
13,12.6,0.94536
13,12.8,0.95196
13,13,0.95814
13,13.2,0.96389
13,13.4,0.96921
13,13.6,0.97411
13,13.8,0.97857
13,14,0.98261
13,14.2,0.98622
13,14.4,0.98941
13,14.6,0.99216
13,14.8,0.99449
13,15,0.99639
13,15.2,0.99787
13,15.4,0.99891
13,15.6,0.99953
13,15.8,0.99972
13,16,0.99972
13,16.2,0.99972
13,16.4,0.99972
13,16.6,0.99972
13,16.8,0.99972
13,17,0.99972
13,17.2,0.99972
13,17.4,0.99972
13,17.6,0.99972
13,17.8,0.99972
13,18,0.99972
13,18.2,0.99972
13,18.4,0.99972
13,18.6,0.99972
13,18.8,0.99972
13,19,0.99972
13,19.2,0.99972
13,19.4,0.99972
13,19.6,0.99972
13,19.8,0.99972
13,20,0.99972
13,20.2,0.99972
13,20.4,0.99972
13,20.6,0.99972
13,20.8,0.99972
13,21,0.99972
13,21.2,0.99972
13,21.4,0.99972
13,21.6,0.99972
13,21.8,0.99972
13,22,0.99972
13,22.2,0.99972
13,22.4,0.99972
13,22.6,0.99972
13,22.8,0.99972
13,23,0.99972
13,23.2,0.99972
13,23.4,0.99972
13,23.6,0.99972
13,23.8,0.99972
13,24,0.99972
13,24.2,0.99972
13,24.4,0.99972
13,24.6,0.99972
13,24.8,0.99972
13,25,0.99972
13,25.2,0.99972
13,25.4,0.99972
13,25.6,0.99972
13,25.8,0.99972
13,26,0.99972
13,26.2,0.99972
13,26.4,0.99972
13,26.6,0.99972
13,26.8,0.99972
13,27,0.99972
13,27.2,0.99972
13,27.4,0.99972
13,27.6,0.99972
13,27.8,0.99972
13,28,0.99972
13,28.2,0.99972
13,28.4,0.99972
13,28.6,0.99972
13,28.8,0.99972
13,29,0.99972
13,29.2,0.99972
13,29.4,0.99972
13,29.6,0.99972
13,29.8,0.99972
13,30,0.99972
13,30.2,0.99972
13,30.4,0.99972
13,30.6,0.99972
13,30.8,0.99972
13,31,0.99972
13,31.2,0.99972
13,31.4,0.99972
13,31.6,0.99972
13,31.8,0.99972
13,32,0.99972
13,32.2,0.99972
13,32.4,0.99972
13,32.6,0.99972
13,32.8,0.99972
13,33,0.99972
13,33.2,0.99972
13,33.4,0.99972
13,33.6,0.99972
13,33.8,0.99972
13,34,0.99972
13,34.2,0.99972
13,34.4,0.99972
13,34.6,0.99972
13,34.8,0.99972
13,35,0.99972
13,35.2,0.99972
13,35.4,0.99972
13,35.6,0.99972
13,35.8,0.99972
13,36,0.99972
13,36.2,0.99972
13,36.4,0.99972
13,36.6,0.99972
13,36.8,0.99972
13,37,0.99972
13,37.2,0.99972
13,37.4,0.99972
13,37.6,0.99972
13,37.8,0.99972
13,38,0.99972
13,38.2,0.99972
13,38.4,0.99972
13,38.6,0.99972
13,38.8,0.99972
13,39,0.99972
13,39.2,0.99972
13,39.4,0.99972
13,39.6,0.99972
13,39.8,0.99972
13,40,0.99972
14,0,0
14,0.2,0
14,0.4,0
14,0.6,0
14,0.8,0
14,1,0
14,1.2,0.00107
14,1.4,0.00322
14,1.6,0.00644
14,1.8,0.01074
14,2,0.01611
14,2.2,0.02255
14,2.4,0.03007
14,2.6,0.03866
14,2.8,0.04833
14,3,0.05907
14,3.2,0.07089
14,3.4,0.08378
14,3.6,0.09774
14,3.8,0.11278
14,4,0.12889
14,4.2,0.14564
14,4.4,0.16222
14,4.6,0.17864
14,4.8,0.1949
14,5,0.21099
14,5.2,0.22692
14,5.4,0.24269
14,5.6,0.2583
14,5.8,0.27374
14,6,0.28902
14,6.2,0.30414
14,6.4,0.3191
14,6.6,0.33389
14,6.8,0.34852
14,7,0.36299
14,7.2,0.3773
14,7.4,0.39144
14,7.6,0.40542
14,7.8,0.41924
14,8,0.4329
14,8.2,0.44639
14,8.4,0.45972
14,8.6,0.47289
14,8.8,0.4859
14,9,0.49874
14,9.2,0.51142
14,9.4,0.52394
14,9.6,0.5363
14,9.8,0.54849
14,10,0.56052
14,10.2,0.57239
14,10.4,0.5841
14,10.6,0.59564
14,10.8,0.60702
14,11,0.61824
14,11.2,0.6293
14,11.4,0.64019
14,11.6,0.65092
14,11.8,0.66149
14,12,0.6719
14,12.2,0.68214
14,12.4,0.69222
14,12.6,0.70214
14,12.8,0.7119
14,13,0.72149
