id,time,value
1,1.6,0.06069773508300921
1,1.8,0.1560709609913509
1,2,0.25144418689969256
1,2.2,0.34681741280803435
1,2.4,0.44219063871637615
1,2.6,0.5375638646247177
1,2.8,0.6329370905330595
1,3,0.7283103164414011
1,3.2,0.8236835423497428
1,3.4,0.9190567682580846
1,3.6,1.0144299941664263
1,3.8,1.109803220074768
1,4,1.2051764459831094
1,4.2,1.300549671891451
1,4.4,1.395922897799793
1,4.6,1.4912961237081348
1,4.8,1.5866693496164765
1,5,1.6820425755248178
1,5.2,1.7774158014331596
1,5.4,1.8727890273415015
1,5.6,1.9681622532498433
1,5.8,2.063535479158185
1,6,2.1589087050665263
1,6.2,2.254281930974868
1,6.4,2.34965515688321
1,6.6,2.4450283827915515
1,6.8,2.5404016086998937
1,7,2.635774834608235
1,7.2,2.7311480605165768
1,7.4,2.8265212864249185
1,7.6,2.9218945123332603
1,7.8,3.017267738241602
1,8,3.1126409641499433
1,8.2,3.1175627232586183
1,8.4,3.02101951404007
1,8.6,2.9244763048215217
1,8.8,2.8279330956029725
1,9,2.7313898863844237
1,9.2,2.6348466771658745
1,9.4,2.538303467947326
1,9.6,2.441760258728777
1,9.8,2.3452170495102287
1,10,2.24867384029168
1,10.2,2.1521306310731303
1,10.4,2.0555874218545824
1,10.6,1.959044212636033
1,10.8,1.8625010034174845
1,11,1.7659577941989362
1,11.2,1.669414584980387
1,11.4,1.5728713757618384
1,11.6,1.4763281665432892
1,11.8,1.379784957324741
1,12,1.2832417481061924
1,12.2,1.1866985388876432
1,12.4,1.090155329669095
1,12.6,0.9936121204505457
1,12.8,0.8970689112319974
1,13,0.8005257020134486
1,13.2,0.7039824927948994
1,13.4,0.6074392835763511
1,13.6,0.5108960743578019
1,13.8,0.4143528651392536
1,14,0.3178096559207053
1,14.2,0.22126644670215612
1,14.4,0.12472323748360736
1,14.6,0.028180028265058166
2,4.2,0.18167705006530635
2,4.4,0.48085216442237483
2,4.6,0.7800272787794433
2,4.8,1.0792023931365118
2,5,1.378377507493579
2,5.2,1.6775526218506476
2,5.4,1.976727736207716
2,5.6,2.2759028505647847
2,5.8,2.575077964921853
2,6,2.8742530792789203
2,6.2,3.1734281936359885
2,6.4,3.472603307993057
2,6.6,3.771778422350126
2,6.8,4.0709535367071945
2,7,4.370128651064261
2,7.2,4.66930376542133
2,7.4,4.968478879778398
2,7.6,5.00505161871043
2,7.8,4.7830266803422274
2,8,4.561001741974025
2,8.2,4.338976803605821
2,8.4,4.116951865237619
2,8.6,3.8949269268694167
2,8.8,3.6729019885012124
2,9,3.45087705013301
2,9.2,3.228852111764806
2,9.4,3.006827173396604
2,9.6,2.7848022350284
2,9.8,2.5627772966601974
2,10,2.3407523582919953
2,10.2,2.118727419923791
2,10.4,1.896702481555589
2,10.6,1.6746775431873848
2,10.8,1.4526526048191828
2,11,1.2306276664509808
2,11.2,1.008602728082776
2,11.4,0.786577789714574
2,11.6,0.5645528513463693
2,11.8,0.3425279129781673
2,12,0.1205029746099644
